iter	Logloss
0	0.5788605627
1	0.5028446371
2	0.4452528941
3	0.3958555311
4	0.3593214641
5	0.3385630528
6	0.3196293086
7	0.2963611683
8	0.2797338437
9	0.2669800369
10	0.256607113
11	0.2460277742
12	0.2385387128
13	0.2312307278
14	0.2235051486
15	0.2152777895
16	0.2095929444
17	0.2032916424
18	0.1958256611
19	0.1911453993
20	0.185703389
21	0.1803340421
22	0.1760920193
23	0.1714621878
24	0.1670834314
25	0.1634301271
26	0.159033249
27	0.1540025158
28	0.1509845135
29	0.1475231372
30	0.1455076537
31	0.1421270842
32	0.1392253028
33	0.1363664965
34	0.1330668396
35	0.129667469
36	0.1273892555
37	0.1254795468
38	0.1229132382
39	0.1211849851
40	0.1187176403
41	0.1168291942
42	0.1145150195
43	0.1127516611
44	0.1113632657
45	0.1092372518
46	0.1068138085
47	0.1054020948
48	0.1033409981
49	0.1017776405
50	0.1004440074
51	0.09916708627
52	0.09780043872
53	0.09585619814
54	0.09447478145
55	0.09312614095
56	0.09168829453
57	0.09054517787
58	0.08953560098
59	0.08843455958
60	0.08679710051
61	0.08563659439
62	0.08486309421
63	0.08362279596
64	0.08251503169
65	0.08121505698
66	0.07941716666
67	0.0785708619
68	0.07809393542
69	0.07708070595
70	0.07620743032
71	0.0754369122
72	0.07434335242
73	0.07356602762
74	0.07221487706
75	0.07092725848
76	0.07002653115
77	0.06941128301
78	0.0685365737
79	0.06754603611
80	0.06728218566
81	0.06669210857
82	0.06595291971
83	0.0650016209
84	0.06391330178
85	0.06304219652
86	0.06223475557
87	0.06168543035
88	0.0608515126
89	0.06036956602
90	0.05999554703
91	0.05953716577
92	0.05893131376
93	0.05823350318
94	0.05785254958
95	0.05742056131
96	0.05660808262
97	0.05581877224
98	0.05533480968
99	0.0545300817
100	0.05430753895
101	0.0533698535
102	0.05285259863
103	0.05222447382
104	0.05170778802
105	0.05097165622
106	0.0505120839
107	0.04996010746
108	0.04934828693
109	0.04866590277
110	0.04820560258
111	0.04775158413
112	0.04731978113
113	0.04707324515
114	0.04665311894
115	0.04630337109
116	0.04590535446
117	0.04561079675
118	0.04531248941
119	0.04494474774
120	0.04411631769
121	0.04363251835
122	0.04347832915
123	0.04292352064
124	0.04238524138
125	0.04195964071
126	0.04142583454
127	0.04120750901
128	0.04071607808
129	0.04041214629
130	0.04023907218
131	0.03975031892
132	0.03951124691
133	0.03902345091
134	0.03848889922
135	0.03790944903
136	0.03766570542
137	0.03736422633
138	0.03713312119
139	0.03663730097
140	0.03627538667
141	0.03602701338
142	0.03549850742
143	0.03516228911
144	0.03485985056
145	0.03446839138
146	0.03397050666
147	0.03356637373
148	0.03302241047
149	0.03270673352
150	0.0324435536
151	0.03210643758
152	0.03191681658
153	0.03163852565
154	0.03129556683
155	0.03081928881
156	0.03055108879
157	0.03026178056
158	0.02979558022
159	0.02947315394
160	0.02920514361
161	0.02900544051
162	0.02878542986
163	0.02844546192
164	0.02801484998
165	0.02778366543
166	0.02741203297
167	0.02714853323
168	0.02688155956
169	0.02651528466
170	0.0264008283
171	0.02617968835
172	0.02596522053
173	0.02571978077
174	0.02542464297
175	0.02520058051
176	0.02501130139
177	0.0247519902
178	0.02465961696
179	0.02443331795
180	0.02431304746
181	0.02405156149
182	0.02399632944
183	0.02380525931
184	0.02345277423
185	0.02322254914
186	0.02298498802
187	0.02291479494
188	0.02277814298
189	0.02259454785
190	0.02228302417
191	0.02212575585
192	0.0219915588
193	0.02176147267
194	0.02160837306
195	0.02145792687
196	0.02129507823
197	0.02117369167
198	0.02108506145
199	0.02093172142
200	0.02074400832
201	0.02049447705
202	0.02023159489
203	0.02010272451
204	0.02001207831
205	0.01976180373
206	0.01944584225
207	0.01917245451
208	0.01899595721
209	0.01890267082
210	0.01874565616
211	0.01865880591
212	0.01844549606
213	0.01823368497
214	0.01806913025
215	0.0179244265
216	0.01777543826
217	0.01769900756
218	0.01751758391
219	0.01731922186
220	0.0172232997
221	0.01692403069
222	0.01675912747
223	0.01670440714
224	0.01645093214
225	0.01621552594
226	0.01609268585
227	0.01591684033
228	0.01572865081
229	0.01559083977
230	0.01546093824
231	0.0153404902
232	0.01522489351
233	0.0151713521
234	0.0151126362
235	0.01502595026
236	0.01482930201
237	0.01470387799
238	0.01459301797
239	0.01445127974
240	0.01422721728
241	0.01416403822
242	0.01403816424
243	0.01397567555
244	0.01385374971
245	0.01372243766
246	0.01361513648
247	0.013511146
248	0.01344711886
249	0.01330579971
250	0.01320535815
251	0.01310068612
252	0.01302732791
253	0.01296377058
254	0.01281682698
255	0.01272314358
256	0.01266473757
257	0.01254666062
258	0.01238999004
259	0.01229780649
260	0.01218659356
261	0.01212042251
262	0.01204934827
263	0.01196337587
264	0.0118982095
265	0.01178400349
266	0.01168495039
267	0.01155929257
268	0.01149402805
269	0.01142207926
270	0.01133154113
271	0.01127368434
272	0.01120228146
273	0.01111582381
274	0.01104030405
275	0.01092723395
276	0.01080802659
277	0.01073391957
278	0.01068439026
279	0.01058008547
280	0.01053678607
281	0.01047869217
282	0.01038852018
283	0.01031629899
284	0.01025627955
285	0.01015458627
286	0.01008532729
287	0.009928644582
288	0.009836320968
289	0.009788262841
290	0.00976658667
291	0.009716408899
292	0.009618204982
293	0.009556320645
294	0.009478944821
295	0.00940124697
296	0.009329552939
297	0.009211805178
298	0.009154854913
299	0.009127805742
300	0.009086054713
301	0.009024936293
302	0.008977901043
303	0.008935342189
304	0.008791092263
305	0.008700536489
306	0.008574698901
307	0.008458825404
308	0.008424803024
309	0.008379349787
310	0.008287466754
311	0.008195171262
312	0.008131308995
313	0.008107014149
314	0.008060737096
315	0.007992547315
316	0.007947973586
317	0.007867766791
318	0.007785207104
319	0.007738206041
320	0.00770341995
321	0.007664738655
322	0.007603314751
323	0.007538381082
324	0.007498349369
325	0.007452896131
326	0.007350082375
327	0.007276778209
328	0.00720571224
329	0.007180412162
330	0.007143634356
331	0.007079982179
332	0.007023372689
333	0.006986654435
334	0.006962205193
335	0.006930647644
336	0.006851871774
337	0.006829169418
338	0.006771330821
339	0.006731087364
340	0.006633889231
341	0.00657821384
342	0.006549953208
343	0.006490446578
344	0.006453460336
345	0.006397489386
346	0.006352207088
347	0.006329906163
348	0.006252453692
349	0.006221694593
350	0.006141497724
351	0.006065104524
352	0.006028625585
353	0.005991065871
354	0.005951567377
355	0.005931784218
356	0.005916865653
357	0.005869499001
358	0.005845107106
359	0.005794654729
360	0.005745004112
361	0.005736363971
362	0.00569664822
363	0.005639796107
364	0.005599924304
365	0.005568550377
366	0.005517308372
367	0.00548078532
368	0.005435653007
369	0.005412801768
370	0.005381850226
371	0.005347248859
372	0.005304527338
373	0.005270897015
374	0.005235730447
375	0.005224052004
376	0.005183977831
377	0.005150047538
378	0.005123305507
379	0.005067670369
380	0.005022196178
381	0.004989860581
382	0.004935589647
383	0.00490381098
384	0.004858893168
385	0.004788272744
386	0.004758115241
387	0.004743261191
388	0.00471689688
389	0.004669165191
390	0.004649327442
391	0.004609158701
392	0.004586580689
393	0.004527647532
394	0.004500632825
395	0.004486713702
396	0.004466256436
397	0.004443892374
398	0.004430246202
399	0.00436899489
400	0.004327950225
401	0.004304936319
402	0.004264971051
403	0.004239820407
404	0.004216229168
405	0.004191092309
406	0.004170375602
407	0.004159115684
408	0.004131215127
409	0.004111260753
410	0.004092364823
411	0.004066402494
412	0.004042141835
413	0.004027632421
414	0.003999639502
415	0.003985439707
416	0.003923726034
417	0.003903075497
418	0.00384563778
419	0.003817018176
420	0.003790241681
421	0.003769105347
422	0.003735870114
423	0.003694156306
424	0.003674782574
425	0.003652225515
426	0.00361559025
427	0.003596340862
428	0.003573962187
429	0.003543858998
430	0.003497627713
431	0.00347412856
432	0.003449687864
433	0.003407387349
434	0.003401593343
435	0.003364956975
436	0.00334780159
437	0.003324151625
438	0.00329126406
439	0.003267161658
440	0.003247505876
441	0.003209904806
442	0.003194057104
443	0.00318008339
444	0.003164897388
445	0.003160735574
446	0.003143237484
447	0.003120533749
448	0.003117096496
449	0.003107414455
450	0.003095946928
451	0.003083230719
452	0.003063254289
453	0.00304749509
454	0.003023614357
455	0.002997272102
456	0.002981801018
457	0.002966743496
458	0.002941350228
459	0.002913330566
460	0.002893990194
461	0.002889373737
462	0.002866407528
463	0.002840071891
464	0.002814146231
465	0.002790373576
466	0.002760223792
467	0.002733014987
468	0.002711463712
469	0.002692589011
470	0.002687398806
471	0.002666300244
472	0.002650561723
473	0.002642157864
474	0.00263127153
475	0.002624986764
476	0.002605077882
477	0.002600361068
478	0.002587350127
479	0.002567666223
480	0.002559998781
481	0.002555832004
482	0.00255155136
483	0.002541946241
484	0.00253230914
485	0.002523380885
486	0.002508796478
487	0.002493068985
488	0.002477677856
489	0.002462319261
490	0.002432452354
491	0.002418586718
492	0.002401864746
493	0.002373481424
494	0.002365684399
495	0.002349796168
496	0.002345653654
497	0.002332717982
498	0.002312654979
499	0.002306588298
500	0.002296548663
501	0.00228786951
502	0.002283167446
503	0.002269630592
504	0.002263395178
505	0.002252922957
506	0.002230924346
507	0.002225947952
508	0.002216170792
509	0.002206683262
510	0.002193540946
511	0.002183633376
512	0.0021607434
513	0.002144404111
514	0.002136317317
515	0.002125065118
516	0.002106413741
517	0.002097951156
518	0.002086501137
519	0.002065352947
520	0.002058330662
521	0.002044139966
522	0.002037259394
523	0.002024923111
524	0.002012167338
525	0.002001239648
526	0.001991078288
527	0.001980639841
528	0.001968775295
529	0.0019640418
530	0.001955031108
531	0.001936222577
532	0.001925822868
533	0.001920481437
534	0.00191584444
535	0.001904379119
536	0.001896358632
537	0.001885216027
538	0.001880960197
539	0.001870513341
540	0.001859504179
541	0.001851628715
542	0.001840722943
543	0.001830876304
544	0.00182245163
545	0.001806994331
546	0.001797426846
547	0.001788944411
548	0.001777541951
549	0.001767962887
550	0.001745767282
551	0.001741965405
552	0.001735791198
553	0.001727194068
554	0.001712034809
555	0.001702486073
556	0.001695478124
557	0.00168497723
558	0.001666459158
559	0.001658809637
560	0.001647505053
561	0.001638359402
562	0.001622825594
563	0.001614370178
564	0.001605580052
565	0.001601530314
566	0.001597970371
567	0.001590859721
568	0.001581552091
569	0.001564033874
570	0.001552399406
571	0.001551021693
572	0.001545764353
573	0.001534799855
574	0.001527222294
575	0.001523771256
576	0.001515316805
577	0.001504662892
578	0.001500331242
579	0.001497833189
580	0.001487650048
581	0.001476392749
582	0.001464859052
583	0.001454300121
584	0.001450165326
585	0.001444743389
586	0.001433201559
587	0.00142647111
588	0.001411270909
589	0.001408130594
590	0.001399068758
591	0.001396829043
592	0.001387295746
593	0.001378510308
594	0.001366824834
595	0.001362820449
596	0.001357591094
597	0.001351827278
598	0.001345520731
599	0.001340362094
600	0.00133763672
601	0.001334405972
602	0.001326591164
603	0.001317116455
604	0.001311900472
605	0.001305448213
606	0.00130062208
607	0.001294830694
608	0.001291123385
609	0.001288018498
610	0.001281650744
611	0.001276059935
612	0.001265042502
613	0.00125478299
614	0.001251001515
615	0.001241240208
616	0.001236945227
617	0.001233557188
618	0.001227788272
619	0.00122098931
620	0.00120960615
621	0.001197533168
622	0.001193457651
623	0.001189168873
624	0.001183915807
625	0.001174456676
626	0.001167286473
627	0.001160530935
628	0.001156978436
629	0.001154931097
630	0.001151212346
631	0.001147788947
632	0.001144612583
633	0.001135836588
634	0.001131066148
635	0.001122346811
636	0.001117639922
637	0.001114592934
638	0.001110350338
639	0.001108679547
640	0.0011046946
641	0.001101331306
642	0.001100287888
643	0.001096105603
644	0.001089159482
645	0.001087001722
646	0.001082069097
647	0.001076825336
648	0.001073767181
649	0.001072220321
650	0.001069642726
651	0.001065360497
652	0.001062394222
653	0.001059033685
654	0.001056823471
655	0.001054589133
656	0.001044549705
657	0.001041687924
658	0.00103669423
659	0.001032064539
660	0.001028699867
661	0.001026779698
662	0.001021988029
663	0.001017239094
664	0.001009789117
665	0.001005743652
666	0.001001534416
667	0.0009963970096
668	0.0009911935017
669	0.0009843791693
670	0.0009821154679
671	0.0009800333203
672	0.0009789743945
673	0.0009753460759
674	0.0009728491944
675	0.0009693268166
676	0.0009654969554
677	0.0009638925411
678	0.0009589289681
679	0.0009552730098
680	0.0009510780422
681	0.0009468744586
682	0.0009407311307
683	0.0009372648596
684	0.0009315990581
685	0.000929884843
686	0.0009258264198
687	0.0009240908373
688	0.0009213546412
689	0.0009183594173
690	0.000914422926
691	0.0009115041422
692	0.000905485848
693	0.0009028353971
694	0.0008965212681
695	0.0008960191347
696	0.0008925311515
697	0.0008914536843
698	0.0008873220605
699	0.0008832391682
700	0.0008802761333
701	0.0008786110631
702	0.0008763006292
703	0.0008705210982
704	0.0008670257399
705	0.000862286938
706	0.0008558233062
707	0.0008539498007
708	0.0008513802013
709	0.0008464182826
710	0.0008419292722
711	0.0008401258656
712	0.0008383196329
713	0.0008365728842
714	0.0008339753693
715	0.0008304055697
716	0.0008267825585
717	0.0008206319933
718	0.0008182162389
719	0.0008172512606
720	0.0008135670422
721	0.0008116632088
722	0.00080868115
723	0.0008063622381
724	0.0008055315985
725	0.0008049564714
726	0.0008004994432
727	0.0007973698806
728	0.0007945002418
729	0.0007914693137
730	0.0007872528408
731	0.0007861467688
732	0.0007824978411
733	0.0007813865307
734	0.000778837885
735	0.0007723544712
736	0.0007679079888
737	0.0007646289234
738	0.000757954375
739	0.0007542420343
740	0.0007521739479
741	0.0007478512584
742	0.0007449287526
743	0.000742616182
744	0.0007417508032
745	0.000739244203
746	0.000737843468
747	0.0007355541258
748	0.0007340006485
749	0.0007303153273
750	0.0007268851049
751	0.0007236893724
752	0.0007193072678
753	0.0007183713078
754	0.000717028885
755	0.0007121709083
756	0.0007082610228
757	0.0007026864808
758	0.0006995547125
759	0.000696260621
760	0.0006931214086
761	0.0006897224102
762	0.0006869844909
763	0.0006850550856
764	0.0006834284079
765	0.0006783344939
766	0.0006759026106
767	0.000671599014
768	0.000670611979
769	0.0006652780612
770	0.0006612593399
771	0.0006609608859
772	0.0006586665809
773	0.0006551614349
774	0.0006529185496
775	0.0006505442203
776	0.0006476179924
777	0.0006462645414
778	0.0006453782087
779	0.0006401148033
780	0.000635511443
781	0.0006337158251
782	0.0006323269455
783	0.0006309129765
784	0.0006287791337
785	0.0006229498373
786	0.0006214772114
787	0.0006180248635
788	0.0006143211388
789	0.0006102548579
790	0.0006078417227
791	0.0006050774733
792	0.000601986372
793	0.0005995984641
794	0.0005984861198
795	0.0005960318352
796	0.0005952960392
797	0.0005925829337
798	0.0005908592756
799	0.0005900071997
800	0.0005883127666
801	0.0005875332709
802	0.0005845736134
803	0.0005837624112
804	0.0005822590439
805	0.0005812611184
806	0.0005796366463
807	0.0005778595697
808	0.0005748409796
809	0.0005738788273
810	0.000572468477
811	0.0005707083565
812	0.0005701687957
813	0.0005660854554
814	0.0005618623655
815	0.0005584331771
816	0.0005552293455
817	0.0005535862631
818	0.0005512229622
819	0.0005495938375
820	0.0005475457399
821	0.0005460700468
822	0.0005418333093
823	0.0005403893226
824	0.0005387029885
825	0.0005363197332
826	0.000534383642
827	0.0005321374826
828	0.0005314153686
829	0.0005275868859
830	0.0005254592465
831	0.0005243506587
832	0.0005233882652
833	0.0005225481136
834	0.0005213162843
835	0.0005203719841
836	0.0005195024697
837	0.0005170857848
838	0.000516270964
839	0.0005157327128
840	0.0005148631984
841	0.0005127561337
842	0.0005101217428
843	0.0005080749548
844	0.0005073445351
845	0.0005038491423
846	0.0005017409403
847	0.0005008958261
848	0.0004999883673
849	0.0004978733416
850	0.0004949048614
851	0.0004942966149
852	0.0004911995858
853	0.0004910124489
854	0.0004893678156
855	0.0004881466011
856	0.0004874522647
857	0.0004855509816
858	0.0004845136299
859	0.0004824321027
860	0.0004778590013
861	0.0004748028805
862	0.0004724157997
863	0.0004702606584
864	0.0004667908031
865	0.0004643438248
866	0.0004632928944
867	0.0004622515794
868	0.0004611415097
869	0.000458798301
870	0.0004555530788
871	0.0004541136757
872	0.000452039696
873	0.0004500528056
874	0.0004482871709
875	0.0004476964663
876	0.0004465772293
877	0.0004447623807
878	0.000441815647
879	0.0004397374628
880	0.0004372074619
881	0.0004342115832
882	0.0004326531776
883	0.0004308726547
884	0.0004292985338
885	0.0004263620013
886	0.0004261950945
887	0.0004260098876
888	0.000423007254
889	0.0004226233305
890	0.0004202889445
891	0.0004191895584
892	0.000418669573
893	0.0004158499062
894	0.0004142484557
895	0.0004125279338
896	0.0004117186271
897	0.0004099375184
898	0.0004092212976
899	0.0004077619747
900	0.0004070332782
901	0.0004049915908
902	0.0004019560101
903	0.0004007379662
904	0.0003981169472
905	0.000397420026
906	0.0003959141084
907	0.0003940937456
908	0.0003931880445
909	0.0003917411973
910	0.0003893695563
911	0.0003889450347
912	0.0003861892978
913	0.0003855457262
914	0.000384864417
915	0.0003833868284
916	0.0003828303116
917	0.0003815399977
918	0.0003775399901
919	0.0003767199997
920	0.0003737744723
921	0.0003726757755
922	0.0003711848495
923	0.0003695797458
924	0.0003688287514
925	0.000365539347
926	0.0003641289967
927	0.0003627641727
928	0.0003624009273
929	0.0003607920671
930	0.0003592950411
931	0.0003585069639
932	0.0003580216832
933	0.0003571488258
934	0.0003564162694
935	0.000355323845
936	0.0003541131763
937	0.0003521693652
938	0.0003505876623
939	0.0003505094991
940	0.000349723283
941	0.0003485621728
942	0.0003481930341
943	0.0003472945014
944	0.0003458038511
945	0.0003455626065
946	0.0003445444165
947	0.000344324367
948	0.0003430687923
949	0.0003421944874
950	0.0003418786638
951	0.0003408339714
952	0.0003387791189
953	0.0003377467988
954	0.0003368337225
955	0.0003362185488
956	0.0003360383047
957	0.0003359474933
958	0.0003334854889
959	0.0003321492696
960	0.0003313307267
961	0.0003281853109
962	0.0003267181991
963	0.0003257519801
964	0.0003255995825
965	0.0003248428327
966	0.0003243292229
967	0.0003241048655
968	0.0003234478875
969	0.0003227510698
970	0.0003223827927
971	0.0003217200938
972	0.0003207757246
973	0.0003196435982
974	0.0003195524078
975	0.0003187335547
976	0.0003178774811
977	0.0003176327212
978	0.0003163884161
979	0.0003155894485
980	0.0003155349961
981	0.00031409611
982	0.0003133606242
983	0.0003127864966
984	0.0003120440146
985	0.0003107834428
986	0.0003098643353
987	0.0003081427106
988	0.0003069638517
989	0.0003052731407
990	0.0003047725926
991	0.0003045390334
992	0.0003023138622
993	0.0003007479781
994	0.0003001208456
995	0.0002998519268
996	0.0002990244234
997	0.0002984072163
998	0.0002974950361
999	0.000296195934
