iter	Logloss
0	0.5733876294
1	0.5004706427
2	0.4408997232
3	0.3931564763
4	0.3613502031
5	0.335285122
6	0.3128083317
7	0.2930175929
8	0.2774771223
9	0.2625784423
10	0.2500475442
11	0.2419465038
12	0.2316082447
13	0.2235617785
14	0.2164656888
15	0.2092661677
16	0.2039297087
17	0.1985485288
18	0.1936481836
19	0.1887667828
20	0.1833560853
21	0.1774114892
22	0.1721602372
23	0.1681285201
24	0.1637406024
25	0.1606901768
26	0.1564780514
27	0.153400621
28	0.1491994359
29	0.1467221385
30	0.1440216882
31	0.1409708674
32	0.1382330366
33	0.1352228571
34	0.1332360926
35	0.1304640153
36	0.1276088627
37	0.1250351641
38	0.12249183
39	0.1198301717
40	0.1174204357
41	0.1149524834
42	0.1132477869
43	0.1118546477
44	0.1098441323
45	0.1079823549
46	0.1068135756
47	0.1047932845
48	0.1028562734
49	0.1010523029
50	0.09998419521
51	0.0987242448
52	0.09702351503
53	0.09544353744
54	0.09438960969
55	0.09331200158
56	0.09184792011
57	0.09042296242
58	0.08907870852
59	0.08739876523
60	0.08622275834
61	0.08511163776
62	0.08418608508
63	0.08327107034
64	0.08194499138
65	0.08122992216
66	0.08033378818
67	0.07917249771
68	0.07817502167
69	0.07737504901
70	0.07624848502
71	0.07564843671
72	0.07472834004
73	0.07380972561
74	0.07239956196
75	0.07157506901
76	0.07052968878
77	0.0696718104
78	0.06893390781
79	0.06792423516
80	0.06679368327
81	0.06624571057
82	0.06557323071
83	0.06496563009
84	0.06431278623
85	0.06382797762
86	0.06290941965
87	0.06182373693
88	0.06065294607
89	0.06022710192
90	0.05967760464
91	0.05918896343
92	0.05867425264
93	0.05815192954
94	0.05756783989
95	0.05691279032
96	0.05610615823
97	0.05568843104
98	0.0547122038
99	0.05402806022
100	0.0534110898
101	0.05290090333
102	0.05234974385
103	0.05208825762
104	0.05174349135
105	0.05083158223
106	0.05055784292
107	0.05016129042
108	0.04960201397
109	0.04896596516
110	0.04865732644
111	0.04837675829
112	0.04789927613
113	0.04740209798
114	0.04666589995
115	0.04626622066
116	0.04570706067
117	0.04516662263
118	0.04482007769
119	0.04419485267
120	0.04367532111
121	0.04327310791
122	0.04227704352
123	0.04172038214
124	0.04137125742
125	0.04118696705
126	0.04066566387
127	0.04025299037
128	0.03989225839
129	0.03938829375
130	0.03883689429
131	0.03833088629
132	0.03797731841
133	0.03737527968
134	0.03714098528
135	0.03674899945
136	0.03648623216
137	0.03611745732
138	0.03575303741
139	0.03538550129
140	0.03486892713
141	0.03460793851
142	0.03432414475
143	0.03391004549
144	0.03371182218
145	0.03352798707
146	0.03327291324
147	0.03305109074
148	0.03260318962
149	0.03233617327
150	0.03181538535
151	0.03150693367
152	0.03117485456
153	0.03085000308
154	0.03044739462
155	0.03020911586
156	0.02992397751
157	0.02946536729
158	0.02921803987
159	0.0289185839
160	0.02864504222
161	0.02842534248
162	0.02806977359
163	0.02773042627
164	0.02752372426
165	0.02723847122
166	0.02695900062
167	0.02661758877
168	0.026381461
169	0.02617318854
170	0.02591291986
171	0.02578100331
172	0.02557463128
173	0.02525373064
174	0.0250239394
175	0.02477580558
176	0.02459108995
177	0.02430612453
178	0.02402558814
179	0.02370148484
180	0.02341545362
181	0.02309035687
182	0.02292895634
183	0.022735912
184	0.02244639578
185	0.02237899146
186	0.0221097253
187	0.02184954485
188	0.02167498954
189	0.02145346525
190	0.02129445922
191	0.02102513131
192	0.02081779229
193	0.02055350571
194	0.02025025065
195	0.02015879188
196	0.01992573973
197	0.01976840121
198	0.01948308111
199	0.01926903678
200	0.01916802646
201	0.0189037787
202	0.01873946842
203	0.01857472052
204	0.0182833621
205	0.01802994344
206	0.01795807302
207	0.01788537325
208	0.01777386735
209	0.01761478015
210	0.01746952002
211	0.01728835645
212	0.01715818859
213	0.01693123828
214	0.01680411074
215	0.01673581002
216	0.01664468122
217	0.01655990659
218	0.01644887888
219	0.01628189353
220	0.01613992254
221	0.01602906775
222	0.01591917641
223	0.01574075673
224	0.01567002621
225	0.01562280313
226	0.01550549359
227	0.01545903456
228	0.01534846387
229	0.01524896754
230	0.01508681177
231	0.01503476968
232	0.01490427185
233	0.01462942087
234	0.01450099903
235	0.01437932221
236	0.01420878745
237	0.01403239524
238	0.01388177527
239	0.01365886139
240	0.01360364663
241	0.0135086755
242	0.01341533042
243	0.01330223729
244	0.01321916634
245	0.01316596406
246	0.01296523507
247	0.01287263993
248	0.01273728603
249	0.01258058186
250	0.01251246289
251	0.01239463458
252	0.01222215968
253	0.01213329657
254	0.01197000179
255	0.01190182106
256	0.01183625805
257	0.01169681832
258	0.01158025607
259	0.01144253678
260	0.01141096003
261	0.01127286048
262	0.01108348289
263	0.010993344
264	0.01089695594
265	0.01077939849
266	0.01069957344
267	0.01057866156
268	0.01052346797
269	0.01045297214
270	0.01033963992
271	0.01027161888
272	0.01018093033
273	0.01013461688
274	0.01011044244
275	0.01000571244
276	0.009953939442
277	0.009807029456
278	0.00974539435
279	0.00968810976
280	0.009645673039
281	0.009561403074
282	0.009435658953
283	0.009309409286
284	0.009226222759
285	0.009186634915
286	0.009064395205
287	0.008976622594
288	0.008931582268
289	0.008899271458
290	0.008806909233
291	0.008707445547
292	0.008669283465
293	0.008569928299
294	0.00849435672
295	0.00846781866
296	0.008371925555
297	0.008298358513
298	0.008241762101
299	0.008188550109
300	0.008098212714
301	0.008056794141
302	0.007950194586
303	0.007881557716
304	0.007839173049
305	0.00780934056
306	0.007745470642
307	0.007702034299
308	0.007666177611
309	0.007603669932
310	0.00757541584
311	0.007529030921
312	0.007474525509
313	0.007430422163
314	0.007370007249
315	0.007297022951
316	0.00725002529
317	0.007198184801
318	0.007152252491
319	0.007075136482
320	0.007013201402
321	0.006958790394
322	0.006905392683
323	0.006873830928
324	0.006839681008
325	0.00679710621
326	0.006757600418
327	0.0067212598
328	0.006625135098
329	0.006567629939
330	0.00654484818
331	0.006506270104
332	0.006486515884
333	0.006428304461
334	0.006372402843
335	0.006352971538
336	0.006321162304
337	0.006286366997
338	0.006237236427
339	0.006188811239
340	0.006160452156
341	0.006073844593
342	0.006017638589
343	0.005965167712
344	0.005920859677
345	0.00588343871
346	0.005852798936
347	0.005803704539
348	0.005760553172
349	0.005753053803
350	0.005695757744
351	0.005660294552
352	0.005609122831
353	0.005576606009
354	0.005559425838
355	0.005478673959
356	0.005423811665
357	0.005386824338
358	0.005347940552
359	0.005312824537
360	0.005259802677
361	0.005214989979
362	0.0051534581
363	0.005124190269
364	0.005083172693
365	0.005035509793
366	0.004989844373
367	0.004916779347
368	0.00489293356
369	0.004847559732
370	0.00482189998
371	0.004790544238
372	0.004766710803
373	0.004748827455
374	0.004709232112
375	0.004686853113
376	0.004667070661
377	0.004623220529
378	0.00460159632
379	0.004557261375
380	0.004536058013
381	0.004520196848
382	0.004475208135
383	0.004433417682
384	0.004414780428
385	0.004362642611
386	0.004334744518
387	0.004304546325
388	0.00427880805
389	0.004234618241
390	0.00421059688
391	0.004200970338
392	0.004184373353
393	0.004165156
394	0.004141515784
395	0.004125062169
396	0.004107977284
397	0.004073897064
398	0.004062471555
399	0.004043250232
400	0.004010377411
401	0.003979290763
402	0.003953071647
403	0.003921043166
404	0.003881167258
405	0.003858683269
406	0.003816696068
407	0.003800152461
408	0.003785915571
409	0.00375297702
410	0.003710050192
411	0.003697031729
412	0.003666585616
413	0.003646634648
414	0.003621478898
415	0.003596764067
416	0.003565839097
417	0.003545013129
418	0.003532475508
419	0.00351100283
420	0.003485405279
421	0.003463573514
422	0.003445736266
423	0.003411655384
424	0.003381340289
425	0.003362826333
426	0.003349142411
427	0.003326071927
428	0.003308310113
429	0.003291933257
430	0.003271356753
431	0.003260752867
432	0.00321842665
433	0.003204467016
434	0.003186843279
435	0.003161716645
436	0.003138369786
437	0.003118439111
438	0.003098685774
439	0.003071468139
440	0.003059390185
441	0.003017837727
442	0.002997887862
443	0.002981101848
444	0.002962434817
445	0.002942657879
446	0.002924390299
447	0.002908301947
448	0.002888740726
449	0.002849417566
450	0.002822289482
451	0.002800174285
452	0.002778420381
453	0.002768782809
454	0.002755919848
455	0.0027378038
456	0.002719676723
457	0.00269095789
458	0.002672522016
459	0.002664599374
460	0.00263716161
461	0.002597220193
462	0.002581310282
463	0.002570624564
464	0.002552881278
465	0.00253888503
466	0.002529637646
467	0.002512058685
468	0.002507137996
469	0.002483898335
470	0.002476344927
471	0.002464016185
472	0.002450595624
473	0.00243026285
474	0.002407699676
475	0.002393084729
476	0.002376875285
477	0.00234970044
478	0.002343624408
479	0.002333646277
480	0.00232143157
481	0.002306120947
482	0.002293081971
483	0.002282584178
484	0.002260148052
485	0.002243094488
486	0.002238848963
487	0.002232079459
488	0.002228047446
489	0.002211211583
490	0.002198821744
491	0.002185368538
492	0.002177347522
493	0.002164188777
494	0.002150668298
495	0.002137801586
496	0.002123044152
497	0.002110290814
498	0.002096929586
499	0.002090826423
500	0.002084283224
501	0.002075622115
502	0.002061443897
503	0.002052666327
504	0.002049916043
505	0.002035746869
506	0.002019738363
507	0.002011619194
508	0.001999763795
509	0.001987858767
510	0.001983569349
511	0.001967208594
512	0.001955332682
513	0.001952908401
514	0.001945900902
515	0.001942235475
516	0.001932207717
517	0.001922259142
518	0.00191869606
519	0.001909972971
520	0.001905235355
521	0.001898435633
522	0.001887389504
523	0.001876471967
524	0.001861971938
525	0.001853002472
526	0.001845173352
527	0.001835861783
528	0.001821104679
529	0.001803058882
530	0.001801330278
531	0.0017928711
532	0.001786259304
533	0.001780669076
534	0.001769131407
535	0.00176306508
536	0.001752588241
537	0.00174085206
538	0.001732629333
539	0.001728578571
540	0.001719273068
541	0.001711749988
542	0.001701608966
543	0.001695346001
544	0.001682246589
545	0.001673127798
546	0.001670165216
547	0.001663268775
548	0.00165419884
549	0.001647669647
550	0.001641683827
551	0.001629450702
552	0.001623739051
553	0.001619970839
554	0.001612667887
555	0.001609848235
556	0.001601517649
557	0.001592905727
558	0.001580612497
